"KEGGid","GeneID","GeneSymbol"
"hsa04110","7534","YWHAZ"
"hsa04110","7709","ZBTB17"
"hsa04110","8243","SMC1A"
"hsa04110","8317","CDC7"
"hsa04110","8318","CDC45"
"hsa04110","8379","MAD1L1"
"hsa04110","8454","CUL1"
"hsa04110","85417","CCNB3"
"hsa04110","8555","CDC14B"
"hsa04110","8556","CDC14A"
"hsa04110","8697","CDC23"
"hsa04110","8881","CDC16"
"hsa04110","890","CCNA2"
"hsa04110","8900","CCNA1"
"hsa04110","891","CCNB1"
"hsa04110","894","CCND2"
"hsa04110","896","CCND3"
"hsa04110","898","CCNE1"
"hsa04110","902","CCNH"
"hsa04110","9088","PKMYT1"
"hsa04110","9126","SMC3"
"hsa04110","9133","CCNB2"
"hsa04110","9134","CCNE2"
"hsa04110","9184","BUB3"
"hsa04110","9232","PTTG1"
"hsa04110","9700","ESPL1"
"hsa04110","983","CDK1"
"hsa04110","990","CDC6"
"hsa04110","991","CDC20"
"hsa04110","993","CDC25A"
"hsa04110","994","CDC25B"
"hsa04110","995","CDC25C"
"hsa04110","996","CDC27"
"hsa04110","9978","RBX1"
"hsa04114","100310812","SPDYE2B"
"hsa04114","100505767","SPDYE18"
"hsa04114","100996746","SPDYE11"
"hsa04114","1017","CDK2"
"hsa04114","102723555","SPDYE16"
"hsa04114","102723849","SPDYE17"
"hsa04114","10393","ANAPC10"
"hsa04114","10459","MAD2L2"
"hsa04114","105180391","SPDYE15P"
"hsa04114","107","ADCY1"
"hsa04114","10734","STAG3"
"hsa04114","10744","PTTG2"
"hsa04114","108","ADCY2"
"hsa04114","109","ADCY3"
"hsa04114","10971","YWHAQ"
"hsa04114","111","ADCY5"
"hsa04114","112","ADCY6"
"hsa04114","113","ADCY7"
"hsa04114","114","ADCY8"
"hsa04114","115","ADCY9"
"hsa04114","119504","ANAPC16"
"hsa04114","132864","CPEB2"
"hsa04114","1432","MAPK14"
"hsa04114","151648","SGO1"
"hsa04114","163688","CALML6"
"hsa04114","196883","ADCY4"
"hsa04114","22849","CPEB3"
"hsa04114","23291","FBXW11"
"hsa04114","245711","SPDYA"
"hsa04114","246184","CDC26"
"hsa04114","25847","ANAPC13"
"hsa04114","25906","ANAPC15"
"hsa04114","26271","FBXO5"
"hsa04114","27127","SMC1B"
"hsa04114","27330","RPS6KA6"
"hsa04114","285955","SPDYE1"
"hsa04114","286151","FBXO43"
"hsa04114","29882","ANAPC2"
"hsa04114","29945","ANAPC4"
"hsa04114","3479","IGF1"
"hsa04114","3480","IGF1R"
"hsa04114","3630","INS"
"hsa04114","367","AR"
"hsa04114","3708","ITPR1"
"hsa04114","3709","ITPR2"
"hsa04114","3710","ITPR3"
"hsa04114","387778","SPDYC"
"hsa04114","388333","SPDYE4"
"hsa04114","4085","MAD2L1"
"hsa04114","4342","MOS"
"hsa04114","441272","SPDYE3"
"hsa04114","441273","SPDYE2"
"hsa04114","442590","SPDYE5"
"hsa04114","51433","ANAPC5"
"hsa04114","51434","ANAPC7"
"hsa04114","51529","ANAPC11"
"hsa04114","51806","CALML5"
"hsa04114","5241","PGR"
"hsa04114","5347","PLK1"
"hsa04114","5499","PPP1CA"
"hsa04114","5500","PPP1CB"
"hsa04114","5501","PPP1CC"
"hsa04114","5515","PPP2CA"
"hsa04114","5516","PPP2CB"
"hsa04114","5518","PPP2R1A"
"hsa04114","5519","PPP2R1B"
"hsa04114","5525","PPP2R5A"
"hsa04114","5526","PPP2R5B"
"hsa04114","5527","PPP2R5C"
"hsa04114","5528","PPP2R5D"
"hsa04114","5529","PPP2R5E"
"hsa04114","5530","PPP3CA"
"hsa04114","5532","PPP3CB"
"hsa04114","5533","PPP3CC"
"hsa04114","5534","PPP3R1"
"hsa04114","5535","PPP3R2"
"hsa04114","5566","PRKACA"
"hsa04114","5567","PRKACB"
"hsa04114","5568","PRKACG"
"hsa04114","5594","MAPK1"
"hsa04114","5595","MAPK3"
"hsa04114","5600","MAPK11"
"hsa04114","5603","MAPK13"
"hsa04114","5604","MAP2K1"
"hsa04114","6195","RPS6KA1"
"hsa04114","6196","RPS6KA2"
"hsa04114","6197","RPS6KA3"
"hsa04114","6300","MAPK12"
"hsa04114","64506","CPEB1"
"hsa04114","64682","ANAPC1"
"hsa04114","6500","SKP1"
"hsa04114","6790","AURKA"
"hsa04114","699","BUB1"
"hsa04114","729597","SPDYE6"
"hsa04114","7529","YWHAB"
"hsa04114","7531","YWHAE"
"hsa04114","7532","YWHAG"
"hsa04114","7533","YWHAH"
"hsa04114","7534","YWHAZ"
"hsa04114","801","CALM1"
"hsa04114","80315","CPEB4"
"hsa04114","805","CALM2"
"hsa04114","808","CALM3"
"hsa04114","810","CALML3"
"hsa04114","815","CAMK2A"
"hsa04114","816","CAMK2B"
"hsa04114","817","CAMK2D"
"hsa04114","818","CAMK2G"
"hsa04114","8243","SMC1A"
"hsa04114","8379","MAD1L1"
"hsa04114","8454","CUL1"
"hsa04114","8697","CDC23"
"hsa04114","8881","CDC16"
"hsa04114","891","CCNB1"
"hsa04114","8945","BTRC"
"hsa04114","898","CCNE1"
"hsa04114","89869","PLCZ1"
"hsa04114","9088","PKMYT1"
"hsa04114","9126","SMC3"
"hsa04114","9133","CCNB2"
"hsa04114","9134","CCNE2"
"hsa04114","91860","CALML4"
"hsa04114","9232","PTTG1"
"hsa04114","9700","ESPL1"
"hsa04114","9748","SLK"
"hsa04114","983","CDK1"
"hsa04114","991","CDC20"
"hsa04114","995","CDC25C"
"hsa04114","996","CDC27"
"hsa04114","9978","RBX1"
"hsa04114","9985","REC8"
"hsa04115","1017","CDK2"
"hsa04115","1019","CDK4"
"hsa04115","1021","CDK6"
"hsa04115","1026","CDKN1A"
"hsa04115","1029","CDKN2A"
"hsa04115","10572","SIVA1"
"hsa04115","10912","GADD45G"
"hsa04115","1111","CHEK1"
"hsa04115","11200","CHEK2"
"hsa04115","143686","SESN3"
"hsa04115","1643","DDB2"
"hsa04115","1647","GADD45A"
"hsa04115","25898","RCHY1"
"hsa04115","27113","BBC3"
"hsa04115","27244","SESN1"
"hsa04115","2810","SFN"
"hsa04115","317","APAF1"
"hsa04115","3479","IGF1"
"hsa04115","3486","IGFBP3"
"hsa04115","355","FAS"
"hsa04115","3732","CD82"
"hsa04115","4193","MDM2"
"hsa04115","4194","MDM4"
"hsa04115","4616","GADD45B"
"hsa04115","472","ATM"
"hsa04115","50484","RRM2B"
"hsa04115","5054","SERPINE1"
"hsa04115","51246","SHISA5"
"hsa04115","51512","GTSE1"
"hsa04115","5268","SERPINB5"
"hsa04115","5366","PMAIP1"
"hsa04115","54205","CYCS"
"hsa04115","545","ATR"
"hsa04115","55240","STEAP3"
"hsa04115","55367","PIDD1"
"hsa04115","56475","RPRM"
"hsa04115","5728","PTEN"
"hsa04115","575","ADGRB1"
"hsa04115","581","BAX"
"hsa04115","595","CCND1"
"hsa04115","596","BCL2"
"hsa04115","598","BCL2L1"
"hsa04115","6241","RRM2"
"hsa04115","637","BID"
"hsa04115","63970","TP53AIP1"
"hsa04115","64065","PERP"
"hsa04115","64326","COP1"
"hsa04115","64393","ZMAT3"
"hsa04115","6477","SIAH1"
"hsa04115","7057","THBS1"
"hsa04115","7157","TP53"
"hsa04115","7161","TP73"
"hsa04115","7249","TSC2"
"hsa04115","836","CASP3"
"hsa04115","83667","SESN2"
"hsa04115","841","CASP8"
"hsa04115","842","CASP9"
"hsa04115","84883","AIFM2"
"hsa04115","8493","PPM1D"
"hsa04115","8795","TNFRSF10B"
"hsa04115","8797","TNFRSF10A"
"hsa04115","891","CCNB1"
"hsa04115","894","CCND2"
"hsa04115","896","CCND3"
"hsa04115","898","CCNE1"
"hsa04115","900","CCNG1"
"hsa04115","901","CCNG2"
"hsa04115","9133","CCNB2"
"hsa04115","9134","CCNE2"
"hsa04115","92344","GORAB"
"hsa04115","9538","EI24"
"hsa04115","9540","TP53I3"
"hsa04115","983","CDK1"
"hsa04120","10054","UBA2"
"hsa04120","10055","SAE1"
"hsa04120","10075","HUWE1"
"hsa04120","10273","STUB1"
"hsa04120","10277","UBE4B"
"hsa04120","10393","ANAPC10"
"hsa04120","10401","PIAS3"
"hsa04120","10477","UBE2E3"
"hsa04120","11059","WWP1"
"hsa04120","11060","WWP2"
"hsa04120","11065","UBE2C"
"hsa04120","1161","ERCC8"
"hsa04120","118424","UBE2J2"
"hsa04120","119504","ANAPC16"
"hsa04120","134111","UBE2QL1"
"hsa04120","140739","UBE2F"
"hsa04120","148581","UBE2U"
"hsa04120","1642","DDB1"
"hsa04120","1643","DDB2"
"hsa04120","22888","UBOX5"
"hsa04120","22954","TRIM32"
"hsa04120","23221","RHOBTB2"
"hsa04120","23291","FBXW11"
"hsa04120","23295","MGRN1"
"hsa04120","23327","NEDD4L"
"hsa04120","23624","CBLC"
"hsa04120","23759","PPIL2"
"hsa04120","246184","CDC26"
"hsa04120","25847","ANAPC13"
"hsa04120","25898","RCHY1"
"hsa04120","25906","ANAPC15"
"hsa04120","26091","HERC4"
"hsa04120","26232","FBXO2"
"hsa04120","26259","FBXW8"
"hsa04120","26272","FBXO4"
"hsa04120","27338","UBE2S"
"hsa04120","27339","PRPF19"
"hsa04120","29882","ANAPC2"
"hsa04120","29945","ANAPC4"
"hsa04120","3093","UBE2K"
"hsa04120","326","AIRE"
"hsa04120","329","BIRC2"
"hsa04120","330","BIRC3"
"hsa04120","331","XIAP"
"hsa04120","378884","NHLRC1"
"hsa04120","389898","UBE2NL"
"hsa04120","4193","MDM2"
"hsa04120","4214","MAP3K1"
"hsa04120","4281","MID1"
"hsa04120","4591","TRIM37"
"hsa04120","4734","NEDD4"
"hsa04120","5071","PRKN"
"hsa04120","51343","FZR1"
"hsa04120","51366","UBR5"
"hsa04120","51433","ANAPC5"
"hsa04120","51434","ANAPC7"
"hsa04120","51465","UBE2J1"
"hsa04120","51529","ANAPC11"
"hsa04120","51588","PIAS4"
"hsa04120","51619","UBE2D4"
"hsa04120","5371","PML"
"hsa04120","54926","UBE2R2"
"hsa04120","55070","DET1"
"hsa04120","55120","FANCL"
"hsa04120","55236","UBA6"
"hsa04120","55284","UBE2W"
"hsa04120","55294","FBXW7"
"hsa04120","55585","UBE2Q1"
"hsa04120","55958","KLHL9"
"hsa04120","57154","SMURF1"
"hsa04120","57448","BIRC6"
"hsa04120","6233","RPS27A"
"hsa04120","63893","UBE2O"
"hsa04120","64326","COP1"
"hsa04120","64682","ANAPC1"
"hsa04120","64750","SMURF2"
"hsa04120","6477","SIAH1"
"hsa04120","6500","SKP1"
"hsa04120","6502","SKP2"
"hsa04120","65264","UBE2Z"
"hsa04120","672","BRCA1"
"hsa04120","6921","ELOC"
"hsa04120","6923","ELOB"
"hsa04120","7189","TRAF6"
"hsa04120","7311","UBA52"
"hsa04120","7314","UBB"
"hsa04120","7316","UBC"
"hsa04120","7317","UBA1"
"hsa04120","7318","UBA7"
"hsa04120","7319","UBE2A"
"hsa04120","7320","UBE2B"
"hsa04120","7321","UBE2D1"
"hsa04120","7322","UBE2D2"
"hsa04120","7323","UBE2D3"
"hsa04120","7324","UBE2E1"
"hsa04120","7325","UBE2E2"
"hsa04120","7326","UBE2G1"
"hsa04120","7327","UBE2G2"
"hsa04120","7328","UBE2H"
"hsa04120","7329","UBE2I"
"hsa04120","7332","UBE2L3"
"hsa04120","7334","UBE2N"
"hsa04120","7337","UBE3A"
"hsa04120","7428","VHL"
"hsa04120","79444","BIRC7"
"hsa04120","8065","CUL5"
"hsa04120","83737","ITCH"
"hsa04120","84447","SYVN1"
"hsa04120","8450","CUL4B"
"hsa04120","8451","CUL4A"
"hsa04120","8452","CUL3"
"hsa04120","8453","CUL2"
"hsa04120","8454","CUL1"
"hsa04120","8554","PIAS1"
"hsa04120","8651","SOCS1"
"hsa04120","867","CBL"
"hsa04120","868","CBLB"
"hsa04120","8697","CDC23"
"hsa04120","8881","CDC16"
"hsa04120","8916","HERC3"
"hsa04120","8924","HERC2"
"hsa04120","8925","HERC1"
"hsa04120","8945","BTRC"
"hsa04120","89910","UBE3B"
"hsa04120","9021","SOCS3"
"hsa04120","90293","KLHL13"
"hsa04120","9039","UBA3"
"hsa04120","9040","UBE2M"
"hsa04120","9063","PIAS2"
"hsa04120","9246","UBE2L6"
"hsa04120","92912","UBE2Q2"
"hsa04120","9320","TRIP12"
"hsa04120","9354","UBE4A"
"hsa04120","9616","RNF7"
"hsa04120","9690","UBE3C"
"hsa04120","9817","KEAP1"
"hsa04120","9820","CUL7"
"hsa04120","9886","RHOBTB1"
"hsa04120","991","CDC20"
"hsa04120","996","CDC27"
"hsa04120","997","CDC34"
"hsa04120","9978","RBX1"
"hsa04122","27304","MOCS3"
"hsa04122","348180","CTU2"
"hsa04122","4338","MOCS2"
"hsa04122","4357","MPST"
"hsa04122","7263","TST"
"hsa04122","81605","URM1"
"hsa04122","90353","CTU1"
"hsa04122","9054","NFS1"
"hsa04130","10228","STX6"
"hsa04130","10282","BET1"
"hsa04130","10490","VTI1B"
"hsa04130","10652","YKT6"
"hsa04130","10791","VAMP5"
"hsa04130","112755","STX1B"
"hsa04130","143187","VTI1A"
"hsa04130","2054","STX2"
"hsa04130","415117","STX19"
"hsa04130","51272","BET1L"
"hsa04130","53407","STX18"
"hsa04130","55014","STX17"
"hsa04130","55850","USE1"
"hsa04130","662","BNIP1"
"hsa04130","6804","STX1A"
"hsa04130","6809","STX3"
"hsa04130","6810","STX4"
"hsa04130","6811","STX5"
"hsa04130","6843","VAMP1"
"hsa04130","6844","VAMP2"
"hsa04130","6845","VAMP7"
"hsa04130","8417","STX7"
"hsa04130","8673","VAMP8"
"hsa04130","8674","VAMP4"
"hsa04130","8675","STX16"
"hsa04130","8676","STX11"
"hsa04130","8773","SNAP23"
"hsa04130","9341","VAMP3"
"hsa04130","9342","SNAP29"
"hsa04130","9482","STX8"
"hsa04130","9527","GOSR1"
"hsa04130","9554","SEC22B"
"hsa04130","9570","GOSR2"
"hsa04136","10533","ATG7"
"hsa04136","11337","GABARAP"
"hsa04136","11345","GABARAPL2"
"hsa04136","115201","ATG4A"
"hsa04136","23130","ATG2A"
"hsa04136","23192","ATG4B"
"hsa04136","23710","GABARAPL1"
"hsa04136","2475","MTOR"
"hsa04136","26100","WIPI2"
"hsa04136","285973","ATG9B"
"hsa04136","30849","PIK3R4"
"hsa04136","3476","IGBP1"
"hsa04136","441925","BECN2"
"hsa04136","5289","PIK3C3"
"hsa04136","55054","ATG16L1"
"hsa04136","55062","WIPI1"
"hsa04136","55102","ATG2B"
"hsa04136","5515","PPP2CA"
"hsa04136","5516","PPP2CB"
"hsa04136","57521","RPTOR"
"hsa04136","60673","ATG101"
"hsa04136","64223","MLST8"
"hsa04136","64422","ATG3"
"hsa04136","79065","ATG9A"
"hsa04136","83734","ATG10"
"hsa04136","84938","ATG4C"
"hsa04136","84971","ATG4D"
"hsa04136","8678","BECN1"
"hsa04136","9140","ATG12"
"hsa04136","9474","ATG5"
"hsa04136","9706","ULK2"
"hsa04136","9776","ATG13"
"hsa04137","10133","OPTN"
"hsa04137","10241","CALCOCO2"
"hsa04137","10370","CITED2"
"hsa04137","11337","GABARAP"
"hsa04137","11345","GABARAPL2"
"hsa04137","139341","FUNDC1"
"hsa04137","1457","CSNK2A1"
"hsa04137","1459","CSNK2A2"
"hsa04137","1460","CSNK2B"
"hsa04137","1869","E2F1"
"hsa04137","192111","PGAM5"
"hsa04137","22800","RRAS2"
"hsa04137","22808","MRAS"
"hsa04137","2309","FOXO3"
"hsa04137","23710","GABARAPL1"
"hsa04137","23786","BCL2L13"
"hsa04137","283106","CSNK2A3"
"hsa04137","285973","ATG9B"
"hsa04137","29110","TBK1"
"hsa04137","3091","HIF1A"
"hsa04137","3265","HRAS"
"hsa04137","338382","RAB7B"
"hsa04137","3725","JUN"
"hsa04137","3845","KRAS"
"hsa04137","4077","NBR1"
"hsa04137","4286","MITF"
"hsa04137","440738","MAP1LC3C"
"hsa04137","441925","BECN2"
"hsa04137","468","ATF4"
"hsa04137","4893","NRAS"
"hsa04137","5071","PRKN"
"hsa04137","51024","FIS1"
"hsa04137","54543","TOMM7"
"hsa04137","55288","RHOT1"
"hsa04137","55626","AMBRA1"
"hsa04137","55669","MFN1"
"hsa04137","5599","MAPK8"
"hsa04137","5601","MAPK9"
"hsa04137","5602","MAPK10"
"hsa04137","5970","RELA"
"hsa04137","598","BCL2L1"
"hsa04137","6233","RPS27A"
"hsa04137","6237","RRAS"
"hsa04137","643246","MAP1LC3B2"
"hsa04137","64786","TBC1D15"
"hsa04137","65018","PINK1"
"hsa04137","664","BNIP3"
"hsa04137","665","BNIP3L"
"hsa04137","6667","SP1"
"hsa04137","6714","SRC"
"hsa04137","7030","TFE3"
"hsa04137","7157","TP53"
"hsa04137","7311","UBA52"
"hsa04137","7314","UBB"
"hsa04137","7316","UBC"
"hsa04137","7879","RAB7A"
"hsa04137","79065","ATG9A"
"hsa04137","7942","TFEB"
"hsa04137","79735","TBC1D17"
"hsa04137","81631","MAP1LC3B"
"hsa04137","8408","ULK1"
"hsa04137","84557","MAP1LC3A"
"hsa04137","84749","USP30"
"hsa04137","8678","BECN1"
"hsa04137","8878","SQSTM1"
"hsa04137","8887","TAX1BP1"
"hsa04137","89941","RHOT2"
"hsa04137","9101","USP8"
"hsa04137","9451","EIF2AK3"
"hsa04137","9474","ATG5"
"hsa04137","9927","MFN2"
"hsa04137","9958","USP15"
"hsa04140","10000","AKT3"
"hsa04140","10010","TANK"
"hsa04140","10325","RRAGB"
"hsa04140","10533","ATG7"
"hsa04140","10645","CAMKK2"
"hsa04140","10670","RRAGA"
"hsa04140","11337","GABARAP"
"hsa04140","11345","GABARAPL2"
"hsa04140","115201","ATG4A"
"hsa04140","116442","RAB39B"
"hsa04140","118471","PRAP1"
"hsa04140","140775","SMCR8"
"hsa04140","1508","CTSB"
"hsa04140","1509","CTSD"
"hsa04140","1514","CTSL"
"hsa04140","1612","DAPK1"
"hsa04140","1613","DAPK3"
"hsa04140","1965","EIF2S1"
"hsa04140","203228","C9orf72"
"hsa04140","207","AKT1"
"hsa04140","208","AKT2"
"hsa04140","2081","ERN1"
"hsa04140","22800","RRAS2"
"hsa04140","22808","MRAS"
"hsa04140","22863","ATG14"
"hsa04140","23130","ATG2A"
"hsa04140","23192","ATG4B"
"hsa04140","23604","DAPK2"
"hsa04140","23710","GABARAPL1"
"hsa04140","2475","MTOR"
"hsa04140","26100","WIPI2"
"hsa04140","285973","ATG9B"
"hsa04140","29110","TBK1"
"hsa04140","29982","NRBF2"
"hsa04140","30849","PIK3R4"
"hsa04140","3091","HIF1A"
"hsa04140","3146","HMGB1"
"hsa04140","3265","HRAS"
"hsa04140","338382","RAB7B"
"hsa04140","3476","IGBP1"
"hsa04140","3480","IGF1R"
"hsa04140","3630","INS"
"hsa04140","3667","IRS1"
"hsa04140","3708","ITPR1"
"hsa04140","3845","KRAS"
"hsa04140","3916","LAMP1"
"hsa04140","3920","LAMP2"
"hsa04140","4218","RAB8A"
"hsa04140","440275","EIF2AK4"
"hsa04140","440738","MAP1LC3C"
"hsa04140","441925","BECN2"
"hsa04140","4893","NRAS"
"hsa04140","51100","SH3GLB1"
"hsa04140","5170","PDPK1"
"hsa04140","5289","PIK3C3"
"hsa04140","5290","PIK3CA"
"hsa04140","5291","PIK3CB"
"hsa04140","5293","PIK3CD"
"hsa04140","5295","PIK3R1"
"hsa04140","5296","PIK3R2"
"hsa04140","53349","ZFYVE1"
"hsa04140","54541","DDIT4"
"hsa04140","55014","STX17"
"hsa04140","55054","ATG16L1"
"hsa04140","55062","WIPI1"
"hsa04140","55102","ATG2B"
"hsa04140","5515","PPP2CA"
"hsa04140","5516","PPP2CB"
"hsa04140","55255","WDR41"
"hsa04140","55578","SUPT20H"
"hsa04140","5562","PRKAA1"
"hsa04140","55626","AMBRA1"
"hsa04140","5563","PRKAA2"
"hsa04140","5566","PRKACA"
"hsa04140","5567","PRKACB"
"hsa04140","5568","PRKACG"
"hsa04140","5580","PRKCD"
"hsa04140","5588","PRKCQ"
"hsa04140","5594","MAPK1"
"hsa04140","5595","MAPK3"
"hsa04140","5599","MAPK8"
"hsa04140","5601","MAPK9"
"hsa04140","5602","MAPK10"
"hsa04140","5604","MAP2K1"
"hsa04140","5605","MAP2K2"
"hsa04140","572","BAD"
"hsa04140","5728","PTEN"
"hsa04140","57521","RPTOR"
"hsa04140","58476","TP53INP2"
"hsa04140","58528","RRAGD"
"hsa04140","5861","RAB1A"
"hsa04140","5894","RAF1"
"hsa04140","596","BCL2"
"hsa04140","598","BCL2L1"
"hsa04140","6009","RHEB"
"hsa04140","60673","ATG101"
"hsa04140","6198","RPS6KB1"
"hsa04140","6199","RPS6KB2"
"hsa04140","6237","RRAS"
"hsa04140","64121","RRAGC"
"hsa04140","64223","MLST8"
"hsa04140","643246","MAP1LC3B2"
"hsa04140","64419","MTMR14"
"hsa04140","64422","ATG3"
"hsa04140","64798","DEPTOR"
"hsa04140","664","BNIP3"
"hsa04140","6794","STK11"
"hsa04140","6885","MAP3K7"
"hsa04140","7189","TRAF6"
"hsa04140","7248","TSC1"
"hsa04140","7249","TSC2"
"hsa04140","7405","UVRAG"
"hsa04140","7879","RAB7A"
"hsa04140","79065","ATG9A"
"hsa04140","81631","MAP1LC3B"
"hsa04140","81671","VMP1"
"hsa04140","83452","RAB33B"
"hsa04140","83734","ATG10"
"hsa04140","8408","ULK1"
"hsa04140","84335","AKT1S1"
"hsa04140","84557","MAP1LC3A"
"hsa04140","8471","IRS4"
"hsa04140","84938","ATG4C"
"hsa04140","84971","ATG4D"
"hsa04140","8503","PIK3R3"
"hsa04140","8660","IRS2"
"hsa04140","8673","VAMP8"
"hsa04140","8678","BECN1"
"hsa04140","8837","CFLAR"
"hsa04140","8878","SQSTM1"
"hsa04140","8897","MTMR3"
"hsa04140","89849","ATG16L2"
"hsa04140","9110","MTMR4"
"hsa04140","9140","ATG12"
"hsa04140","9342","SNAP29"
"hsa04140","9451","EIF2AK3"
"hsa04140","9474","ATG5"
"hsa04140","9706","ULK2"
"hsa04140","9711","RUBCN"
"hsa04140","9776","ATG13"
"hsa04140","9821","RB1CC1"
"hsa04141","100506742","CASP12"
"hsa04141","10113","PREB"
"hsa04141","10130","PDIA6"
"hsa04141","10134","BCAP31"
"hsa04141","102724652","CRYAA2"
"hsa04141","10273","STUB1"
"hsa04141","10277","UBE4B"
"hsa04141","10294","DNAJA2"
"hsa04141","10299","MARCHF6"
"hsa04141","10427","SEC24B"
"hsa04141","10483","SEC23B"
"hsa04141","10484","SEC23A"
"hsa04141","10525","HYOU1"
"hsa04141","10802","SEC24A"
"hsa04141","10808","HSPH1"
"hsa04141","10905","MAN1A2"
"hsa04141","10952","SEC61B"
"hsa04141","10956","OS9"
"hsa04141","10960","LMAN2"
"hsa04141","10961","ERP29"
"hsa04141","10970","CKAP4"
"hsa04141","111089941","MMP24-AS1-EDEM2"
"hsa04141","11231","SEC63"
"hsa04141","11253","MAN1B1"
"hsa04141","118424","UBE2J2"
"hsa04141","133022","TRAM1L1"
"hsa04141","1388","ATF6B"
"hsa04141","1409","CRYAA"
"hsa04141","1410","CRYAB"
"hsa04141","1603","DAD1"
"hsa04141","1649","DDIT3"
"hsa04141","1650","DDOST"
"hsa04141","165324","UBXN2A"
"hsa04141","1965","EIF2S1"
"hsa04141","201595","STT3B"
"hsa04141","2081","ERN1"
"hsa04141","22824","HSPA4L"
"hsa04141","22872","SEC31A"
"hsa04141","22926","ATF6"
"hsa04141","23190","UBXN4"
"hsa04141","23193","GANAB"
"hsa04141","23471","TRAM1"
"hsa04141","23480","SEC61G"
"hsa04141","23640","HSPBP1"
"hsa04141","23645","PPP1R15A"
"hsa04141","258010","SVIP"
"hsa04141","25956","SEC31B"
"hsa04141","26232","FBXO2"
"hsa04141","26270","FBXO6"
"hsa04141","267","AMFR"
"hsa04141","27102","EIF2AK1"
"hsa04141","27248","ERLEC1"
"hsa04141","285126","DNAJC5G"
"hsa04141","2923","PDIA3"
"hsa04141","29927","SEC61A1"
"hsa04141","29978","UBQLN2"
"hsa04141","29979","UBQLN1"
"hsa04141","30001","ERO1A"
"hsa04141","3300","DNAJB2"
"hsa04141","3301","DNAJA1"
"hsa04141","3303","HSPA1A"
"hsa04141","3304","HSPA1B"
"hsa04141","3305","HSPA1L"
"hsa04141","3306","HSPA2"
"hsa04141","3309","HSPA5"
"hsa04141","3310","HSPA6"
"hsa04141","3312","HSPA8"
"hsa04141","3320","HSP90AA1"
"hsa04141","3326","HSP90AB1"
"hsa04141","3337","DNAJB1"
"hsa04141","3703","STT3A"
"hsa04141","3998","LMAN1"
"hsa04141","4121","MAN1A1"
"hsa04141","4217","MAP3K5"
"hsa04141","4287","ATXN3"
"hsa04141","440275","EIF2AK4"
"hsa04141","468","ATF4"
"hsa04141","4780","NFE2L2"
"hsa04141","5034","P4HB"
"hsa04141","50613","UBQLN3"
"hsa04141","5071","PRKN"
"hsa04141","51009","DERL2"
"hsa04141","51035","UBXN1"
"hsa04141","51128","SAR1B"
"hsa04141","51360","MBTPS2"
"hsa04141","51465","UBE2J1"
"hsa04141","51619","UBE2D4"
"hsa04141","51726","DNAJB11"
"hsa04141","54431","DNAJC10"
"hsa04141","54788","DNAJB12"
"hsa04141","55176","SEC61A2"
"hsa04141","55432","YOD1"
"hsa04141","55666","NPLOC4"
"hsa04141","55741","EDEM2"
"hsa04141","55757","UGGT2"
"hsa04141","55768","NGLY1"
"hsa04141","55829","SELENOS"
"hsa04141","5589","PRKCSH"
"hsa04141","55968","NSFL1C"
"hsa04141","5599","MAPK8"
"hsa04141","5601","MAPK9"
"hsa04141","5602","MAPK10"
"hsa04141","5609","MAP2K7"
"hsa04141","5610","EIF2AK2"
"hsa04141","5611","DNAJC3"
"hsa04141","56605","ERO1B"
"hsa04141","56681","SAR1A"
"hsa04141","56886","UGGT1"
"hsa04141","56893","UBQLN4"
"hsa04141","57134","MAN1C1"
"hsa04141","573","BAG1"
"hsa04141","578","BAK1"
"hsa04141","581","BAX"
"hsa04141","5886","RAD23A"
"hsa04141","5887","RAD23B"
"hsa04141","596","BCL2"
"hsa04141","6048","RNF5"
"hsa04141","6184","RPN1"
"hsa04141","6185","RPN2"
"hsa04141","6238","RRBP1"
"hsa04141","6396","SEC13"
"hsa04141","6400","SEL1L"
"hsa04141","64215","DNAJC1"
"hsa04141","64374","SIL1"
"hsa04141","6500","SKP1"
"hsa04141","6745","SSR1"
"hsa04141","6746","SSR2"
"hsa04141","6747","SSR3"
"hsa04141","6748","SSR4"
"hsa04141","7095","SEC62"
"hsa04141","7184","HSP90B1"
"hsa04141","7186","TRAF2"
"hsa04141","7321","UBE2D1"
"hsa04141","7322","UBE2D2"
"hsa04141","7323","UBE2D3"
"hsa04141","7326","UBE2G1"
"hsa04141","7327","UBE2G2"
"hsa04141","7353","UFD1"
"hsa04141","7415","VCP"
"hsa04141","7466","WFS1"
"hsa04141","7494","XBP1"
"hsa04141","7841","MOGS"
"hsa04141","79139","DERL1"
"hsa04141","79748","LMAN1L"
"hsa04141","7991","TUSC3"
"hsa04141","7993","UBXN8"
"hsa04141","80267","EDEM3"
"hsa04141","80331","DNAJC5"
"hsa04141","80343","SEL1L2"
"hsa04141","80700","UBXN6"
"hsa04141","811","CALR"
"hsa04141","81567","TXNDC5"
"hsa04141","821","CANX"
"hsa04141","823","CAPN1"
"hsa04141","824","CAPN2"
"hsa04141","84447","SYVN1"
"hsa04141","8454","CUL1"
"hsa04141","85479","DNAJC5B"
"hsa04141","8720","MBTPS1"
"hsa04141","91319","DERL3"
"hsa04141","91445","RNF185"
"hsa04141","92552","ATXN3L"
"hsa04141","9373","PLAA"
"hsa04141","9451","EIF2AK3"
