"KEGGid","GeneID","GeneSymbol"
"hsa00010","10327","AKR1A1"
"hsa00010","124","ADH1A"
"hsa00010","125","ADH1B"
"hsa00010","126","ADH1C"
"hsa00010","127","ADH4"
"hsa00010","128","ADH5"
"hsa00010","130","ADH6"
"hsa00010","130589","GALM"
"hsa00010","131","ADH7"
"hsa00010","160287","LDHAL6A"
"hsa00010","1737","DLAT"
"hsa00010","1738","DLD"
"hsa00010","2023","ENO1"
"hsa00010","2026","ENO2"
"hsa00010","2027","ENO3"
"hsa00010","217","ALDH2"
"hsa00010","218","ALDH3A1"
"hsa00010","219","ALDH1B1"
"hsa00010","2203","FBP1"
"hsa00010","221","ALDH3B1"
"hsa00010","222","ALDH3B2"
"hsa00010","223","ALDH9A1"
"hsa00010","224","ALDH3A2"
"hsa00010","226","ALDOA"
"hsa00010","229","ALDOB"
"hsa00010","230","ALDOC"
"hsa00010","2538","G6PC"
"hsa00010","2597","GAPDH"
"hsa00010","26330","GAPDHS"
"hsa00010","2645","GCK"
"hsa00010","2821","GPI"
"hsa00010","3098","HK1"
"hsa00010","3099","HK2"
"hsa00010","3101","HK3"
"hsa00010","387712","ENO4"
"hsa00010","3939","LDHA"
"hsa00010","3945","LDHB"
"hsa00010","3948","LDHC"
"hsa00010","441531","PGAM4"
"hsa00010","501","ALDH7A1"
"hsa00010","5105","PCK1"
"hsa00010","5106","PCK2"
"hsa00010","5160","PDHA1"
"hsa00010","5161","PDHA2"
"hsa00010","5162","PDHB"
"hsa00010","5211","PFKL"
"hsa00010","5213","PFKM"
"hsa00010","5214","PFKP"
"hsa00010","5223","PGAM1"
"hsa00010","5224","PGAM2"
"hsa00010","5230","PGK1"
"hsa00010","5232","PGK2"
"hsa00010","5236","PGM1"
"hsa00010","5313","PKLR"
"hsa00010","5315","PKM"
"hsa00010","55276","PGM2"
"hsa00010","55902","ACSS2"
"hsa00010","57818","G6PC2"
"hsa00010","669","BPGM"
"hsa00010","7167","TPI1"
"hsa00010","80201","HKDC1"
"hsa00010","83440","ADPGK"
"hsa00010","84532","ACSS1"
"hsa00010","8789","FBP2"
"hsa00010","92483","LDHAL6B"
"hsa00010","92579","G6PC3"
"hsa00010","9562","MINPP1"
"hsa00020","1431","CS"
"hsa00020","1737","DLAT"
"hsa00020","1738","DLD"
"hsa00020","1743","DLST"
"hsa00020","2271","FH"
"hsa00020","3417","IDH1"
"hsa00020","3418","IDH2"
"hsa00020","3419","IDH3A"
"hsa00020","3420","IDH3B"
"hsa00020","3421","IDH3G"
"hsa00020","4190","MDH1"
"hsa00020","4191","MDH2"
"hsa00020","47","ACLY"
"hsa00020","48","ACO1"
"hsa00020","4967","OGDH"
"hsa00020","50","ACO2"
"hsa00020","5091","PC"
"hsa00020","5105","PCK1"
"hsa00020","5106","PCK2"
"hsa00020","5160","PDHA1"
"hsa00020","5161","PDHA2"
"hsa00020","5162","PDHB"
"hsa00020","55753","OGDHL"
"hsa00020","6389","SDHA"
"hsa00020","6390","SDHB"
"hsa00020","6391","SDHC"
"hsa00020","6392","SDHD"
"hsa00020","8801","SUCLG2"
"hsa00020","8802","SUCLG1"
"hsa00020","8803","SUCLA2"
"hsa00030","132158","GLYCTK"
"hsa00030","2203","FBP1"
"hsa00030","221823","PRPS1L1"
"hsa00030","226","ALDOA"
"hsa00030","229","ALDOB"
"hsa00030","22934","RPIA"
"hsa00030","230","ALDOC"
"hsa00030","2539","G6PD"
"hsa00030","25796","PGLS"
"hsa00030","2821","GPI"
"hsa00030","414328","IDNK"
"hsa00030","51071","DERA"
"hsa00030","5211","PFKL"
"hsa00030","5213","PFKM"
"hsa00030","5214","PFKP"
"hsa00030","5226","PGD"
"hsa00030","5236","PGM1"
"hsa00030","55276","PGM2"
"hsa00030","5631","PRPS1"
"hsa00030","5634","PRPS2"
"hsa00030","6120","RPE"
"hsa00030","64080","RBKS"
"hsa00030","6888","TALDO1"
"hsa00030","7086","TKT"
"hsa00030","729020","RPEL1"
"hsa00030","8277","TKTL1"
"hsa00030","84076","TKTL2"
"hsa00030","8789","FBP2"
"hsa00030","9104","RGN"
"hsa00030","9563","H6PD"
"hsa00040","10327","AKR1A1"
"hsa00040","10720","UGT2B11"
"hsa00040","10941","UGT2A1"
"hsa00040","231","AKR1B1"
"hsa00040","27294","DHDH"
"hsa00040","2990","GUSB"
"hsa00040","51084","CRYL1"
"hsa00040","51181","DCXR"
"hsa00040","54490","UGT2B28"
"hsa00040","54575","UGT1A10"
"hsa00040","54576","UGT1A8"
"hsa00040","54577","UGT1A7"
"hsa00040","54578","UGT1A6"
"hsa00040","54579","UGT1A5"
"hsa00040","54600","UGT1A9"
"hsa00040","54657","UGT1A4"
"hsa00040","54658","UGT1A1"
"hsa00040","54659","UGT1A3"
"hsa00040","57016","AKR1B10"
"hsa00040","574537","UGT2A2"
"hsa00040","6120","RPE"
"hsa00040","6652","SORD"
"hsa00040","729020","RPEL1"
"hsa00040","729920","CRPPA"
"hsa00040","7358","UGDH"
"hsa00040","7360","UGP2"
"hsa00040","7363","UGT2B4"
"hsa00040","7364","UGT2B7"
"hsa00040","7365","UGT2B10"
"hsa00040","7366","UGT2B15"
"hsa00040","7367","UGT2B17"
"hsa00040","79799","UGT2A3"
"hsa00040","9365","KL"
"hsa00040","9942","XYLB"
"hsa00051","197258","FCSK"
"hsa00051","2203","FBP1"
"hsa00051","226","ALDOA"
"hsa00051","229","ALDOB"
"hsa00051","230","ALDOC"
"hsa00051","231","AKR1B1"
"hsa00051","26007","TKFC"
"hsa00051","2762","GMDS"
"hsa00051","29925","GMPPB"
"hsa00051","29926","GMPPA"
"hsa00051","3098","HK1"
"hsa00051","3099","HK2"
"hsa00051","3101","HK3"
"hsa00051","3795","KHK"
"hsa00051","4351","MPI"
"hsa00051","5207","PFKFB1"
"hsa00051","5208","PFKFB2"
"hsa00051","5209","PFKFB3"
"hsa00051","5210","PFKFB4"
"hsa00051","5211","PFKL"
"hsa00051","5213","PFKM"
"hsa00051","5214","PFKP"
"hsa00051","5372","PMM1"
"hsa00051","5373","PMM2"
"hsa00051","55556","ENOSF1"
"hsa00051","57016","AKR1B10"
"hsa00051","57103","TIGAR"
"hsa00051","6652","SORD"
"hsa00051","7167","TPI1"
"hsa00051","7264","TSTA3"
"hsa00051","80201","HKDC1"
"hsa00051","8789","FBP2"
"hsa00051","8790","FPGT"
"hsa00052","130589","GALM"
"hsa00052","231","AKR1B1"
"hsa00052","2538","G6PC"
"hsa00052","2548","GAA"
"hsa00052","2582","GALE"
"hsa00052","2584","GALK1"
"hsa00052","2592","GALT"
"hsa00052","2595","GANC"
"hsa00052","2645","GCK"
"hsa00052","2683","B4GALT1"
"hsa00052","2717","GLA"
"hsa00052","2720","GLB1"
"hsa00052","3098","HK1"
"hsa00052","3099","HK2"
"hsa00052","3101","HK3"
"hsa00052","3906","LALBA"
"hsa00052","3938","LCT"
"hsa00052","5211","PFKL"
"hsa00052","5213","PFKM"
"hsa00052","5214","PFKP"
"hsa00052","5236","PGM1"
"hsa00052","55276","PGM2"
"hsa00052","57016","AKR1B10"
"hsa00052","57818","G6PC2"
"hsa00052","6476","SI"
"hsa00052","7360","UGP2"
"hsa00052","80201","HKDC1"
"hsa00052","8704","B4GALT2"
"hsa00052","8972","MGAM"
"hsa00052","92579","G6PC3"
"hsa00052","93432","MGAM2"
"hsa00053","10327","AKR1A1"
"hsa00053","10720","UGT2B11"
"hsa00053","10941","UGT2A1"
"hsa00053","217","ALDH2"
"hsa00053","219","ALDH1B1"
"hsa00053","223","ALDH9A1"
"hsa00053","224","ALDH3A2"
"hsa00053","2990","GUSB"
"hsa00053","501","ALDH7A1"
"hsa00053","54490","UGT2B28"
"hsa00053","54575","UGT1A10"
"hsa00053","54576","UGT1A8"
"hsa00053","54577","UGT1A7"
"hsa00053","54578","UGT1A6"
"hsa00053","54579","UGT1A5"
"hsa00053","54600","UGT1A9"
"hsa00053","54657","UGT1A4"
"hsa00053","54658","UGT1A1"
"hsa00053","54659","UGT1A3"
"hsa00053","55586","MIOX"
"hsa00053","574537","UGT2A2"
"hsa00053","7358","UGDH"
"hsa00053","7363","UGT2B4"
"hsa00053","7364","UGT2B7"
"hsa00053","7365","UGT2B10"
"hsa00053","7366","UGT2B15"
"hsa00053","7367","UGT2B17"
"hsa00053","79799","UGT2A3"
"hsa00053","9104","RGN"
"hsa00053","9365","KL"
"hsa00061","109703458","HTD2"
"hsa00061","197322","ACSF3"
"hsa00061","2180","ACSL1"
"hsa00061","2181","ACSL3"
"hsa00061","2182","ACSL4"
"hsa00061","2194","FASN"
"hsa00061","23205","ACSBG1"
"hsa00061","23305","ACSL6"
"hsa00061","27349","MCAT"
"hsa00061","31","ACACA"
"hsa00061","32","ACACB"
"hsa00061","51102","MECR"
"hsa00061","51703","ACSL5"
"hsa00061","54995","OXSM"
"hsa00061","55301","OLAH"
"hsa00061","7923","HSD17B8"
"hsa00061","81616","ACSBG2"
"hsa00061","84869","CBR4"
"hsa00062","10449","ACAA2"
"hsa00062","10965","ACOT2"
"hsa00062","11332","ACOT7"
"hsa00062","117145","THEM4"
"hsa00062","122970","ACOT4"
"hsa00062","1892","ECHS1"
"hsa00062","201562","HACD2"
"hsa00062","284486","THEM5"
"hsa00062","3030","HADHA"
"hsa00062","3032","HADHB"
"hsa00062","3033","HADH"
"hsa00062","401494","HACD4"
"hsa00062","51102","MECR"
"hsa00062","51144","HSD17B12"
"hsa00062","51495","HACD3"
"hsa00062","54898","ELOVL2"
"hsa00062","5538","PPT1"
"hsa00062","60481","ELOVL5"
"hsa00062","641371","ACOT1"
"hsa00062","64834","ELOVL1"
"hsa00062","6785","ELOVL4"
"hsa00062","79071","ELOVL6"
"hsa00062","79993","ELOVL7"
"hsa00062","83401","ELOVL3"
"hsa00062","9200","HACD1"
"hsa00062","9374","PPT2"
"hsa00062","9524","TECR"
"hsa00071","10449","ACAA2"
"hsa00071","10455","ECI2"
"hsa00071","113612","CYP2U1"
"hsa00071","124","ADH1A"
"hsa00071","125","ADH1B"
"hsa00071","126","ADH1C"
"hsa00071","126129","CPT1C"
"hsa00071","127","ADH4"
"hsa00071","128","ADH5"
"hsa00071","130","ADH6"
"hsa00071","131","ADH7"
"hsa00071","1374","CPT1A"
"hsa00071","1375","CPT1B"
"hsa00071","1376","CPT2"
"hsa00071","1632","ECI1"
"hsa00071","1892","ECHS1"
"hsa00071","1962","EHHADH"
"hsa00071","217","ALDH2"
"hsa00071","2180","ACSL1"
"hsa00071","2181","ACSL3"
"hsa00071","2182","ACSL4"
"hsa00071","219","ALDH1B1"
"hsa00071","223","ALDH9A1"
"hsa00071","224","ALDH3A2"
"hsa00071","23205","ACSBG1"
"hsa00071","23305","ACSL6"
"hsa00071","2639","GCDH"
"hsa00071","30","ACAA1"
"hsa00071","3030","HADHA"
"hsa00071","3032","HADHB"
"hsa00071","3033","HADH"
"hsa00071","33","ACADL"
"hsa00071","34","ACADM"
"hsa00071","35","ACADS"
"hsa00071","36","ACADSB"
"hsa00071","37","ACADVL"
"hsa00071","38","ACAT1"
"hsa00071","39","ACAT2"
"hsa00071","501","ALDH7A1"
"hsa00071","51","ACOX1"
"hsa00071","51703","ACSL5"
"hsa00071","81616","ACSBG2"
"hsa00071","8310","ACOX3"
"hsa00100","1056","CEL"
"hsa00100","10682","EBP"
"hsa00100","120227","CYP2R1"
"hsa00100","1591","CYP24A1"
"hsa00100","1594","CYP27B1"
"hsa00100","1595","CYP51A1"
"hsa00100","1717","DHCR7"
"hsa00100","1718","DHCR24"
"hsa00100","2222","FDFT1"
"hsa00100","3930","LBR"
"hsa00100","3988","LIPA"
"hsa00100","4047","LSS"
"hsa00100","50814","NSDHL"
"hsa00100","51478","HSD17B7"
"hsa00100","6307","MSMO1"
"hsa00100","6309","SC5D"
"hsa00100","6646","SOAT1"
"hsa00100","6713","SQLE"
"hsa00100","7108","TM7SF2"
"hsa00100","8435","SOAT2"
"hsa00120","10005","ACOT8"
"hsa00120","10858","CYP46A1"
"hsa00120","10998","SLC27A5"
"hsa00120","1109","AKR1C4"
"hsa00120","1581","CYP7A1"
"hsa00120","1582","CYP8B1"
"hsa00120","1593","CYP27A1"
"hsa00120","23600","AMACR"
"hsa00120","3295","HSD17B4"
"hsa00120","51302","CYP39A1"
"hsa00120","570","BAAT"
"hsa00120","6342","SCP2"
"hsa00120","6718","AKR1D1"
"hsa00120","80270","HSD3B7"
"hsa00120","8309","ACOX2"
"hsa00120","9023","CH25H"
"hsa00120","9420","CYP7B1"
"hsa00130","10229","COQ7"
"hsa00130","154807","VKORC1L1"
"hsa00130","1728","NQO1"
"hsa00130","2677","GGCX"
"hsa00130","27235","COQ2"
"hsa00130","3242","HPD"
"hsa00130","51004","COQ6"
"hsa00130","51805","COQ3"
"hsa00130","6898","TAT"
"hsa00130","79001","VKORC1"
"hsa00130","84274","COQ5"
"hsa00140","100861540","CYP3A7-CYP3A51P"
"hsa00140","10720","UGT2B11"
"hsa00140","10941","UGT2A1"
"hsa00140","1109","AKR1C4"
"hsa00140","1312","COMT"
"hsa00140","1543","CYP1A1"
"hsa00140","1544","CYP1A2"
"hsa00140","1545","CYP1B1"
"hsa00140","1551","CYP3A7"
"hsa00140","1571","CYP2E1"
"hsa00140","1576","CYP3A4"
"hsa00140","1577","CYP3A5"
"hsa00140","1581","CYP7A1"
"hsa00140","1583","CYP11A1"
"hsa00140","1584","CYP11B1"
"hsa00140","1585","CYP11B2"
"hsa00140","1586","CYP17A1"
"hsa00140","1588","CYP19A1"
"hsa00140","1589","CYP21A2"
"hsa00140","1645","AKR1C1"
"hsa00140","1646","AKR1C2"
"hsa00140","220074","LRTOMT"
"hsa00140","3283","HSD3B1"
"hsa00140","3284","HSD3B2"
"hsa00140","3290","HSD11B1"
"hsa00140","3291","HSD11B2"
"hsa00140","3292","HSD17B1"
"hsa00140","3293","HSD17B3"
"hsa00140","3294","HSD17B2"
"hsa00140","374875","HSD11B1L"
"hsa00140","412","STS"
"hsa00140","51144","HSD17B12"
"hsa00140","51478","HSD17B7"
"hsa00140","54490","UGT2B28"
"hsa00140","54575","UGT1A10"
"hsa00140","54576","UGT1A8"
"hsa00140","54577","UGT1A7"
"hsa00140","54578","UGT1A6"
"hsa00140","54579","UGT1A5"
"hsa00140","54600","UGT1A9"
"hsa00140","54657","UGT1A4"
"hsa00140","54658","UGT1A1"
"hsa00140","54659","UGT1A3"
"hsa00140","574537","UGT2A2"
"hsa00140","6715","SRD5A1"
"hsa00140","6716","SRD5A2"
"hsa00140","6718","AKR1D1"
"hsa00140","6783","SULT1E1"
"hsa00140","6820","SULT2B1"
"hsa00140","7363","UGT2B4"
"hsa00140","7364","UGT2B7"
"hsa00140","7365","UGT2B10"
"hsa00140","7366","UGT2B15"
"hsa00140","7367","UGT2B17"
"hsa00140","79154","DHRS11"
"hsa00140","7923","HSD17B8"
"hsa00140","79644","SRD5A3"
"hsa00140","79799","UGT2A3"
"hsa00140","8630","HSD17B6"
"hsa00140","8644","AKR1C3"
"hsa00140","9420","CYP7B1"
"hsa00190","100532726","NDUFC2-KCTD14"
"hsa00190","10063","COX17"
"hsa00190","10312","TCIRG1"
"hsa00190","10476","ATP5PD"
"hsa00190","10632","ATP5MG"
"hsa00190","10975","UQCR11"
"hsa00190","125965","COX6B2"
"hsa00190","126328","NDUFA11"
"hsa00190","127124","ATP6V1G3"
"hsa00190","1327","COX4I1"
"hsa00190","1329","COX5B"
"hsa00190","1337","COX6A1"
"hsa00190","1339","COX6A2"
"hsa00190","1340","COX6B1"
"hsa00190","1345","COX6C"
"hsa00190","1346","COX7A1"
"hsa00190","1347","COX7A2"
"hsa00190","1349","COX7B"
"hsa00190","1350","COX7C"
"hsa00190","1351","COX8A"
"hsa00190","1352","COX10"
"hsa00190","1353","COX11"
"hsa00190","1355","COX15"
"hsa00190","1537","CYC1"
"hsa00190","155066","ATP6V0E2"
"hsa00190","170712","COX7B2"
"hsa00190","23545","ATP6V0A2"
"hsa00190","245972","ATP6V0D2"
"hsa00190","245973","ATP6V1C2"
"hsa00190","27068","PPA2"
"hsa00190","27089","UQCRQ"
"hsa00190","29796","UQCR10"
"hsa00190","341947","COX8C"
"hsa00190","374291","NDUFS7"
"hsa00190","440567","UQCRHL"
"hsa00190","4508","ATP6"
"hsa00190","4509","ATP8"
"hsa00190","4512","COX1"
"hsa00190","4513","COX2"
"hsa00190","4514","COX3"
"hsa00190","4519","CYTB"
"hsa00190","4535","ND1"
"hsa00190","4536","ND2"
"hsa00190","4537","ND3"
"hsa00190","4538","ND4"
"hsa00190","4539","ND4L"
"hsa00190","4540","ND5"
"hsa00190","4541","ND6"
"hsa00190","4694","NDUFA1"
"hsa00190","4695","NDUFA2"
"hsa00190","4696","NDUFA3"
"hsa00190","4697","NDUFA4"
"hsa00190","4698","NDUFA5"
"hsa00190","4700","NDUFA6"
"hsa00190","4701","NDUFA7"
"hsa00190","4702","NDUFA8"
"hsa00190","4704","NDUFA9"
"hsa00190","4705","NDUFA10"
"hsa00190","4706","NDUFAB1"
"hsa00190","4707","NDUFB1"
"hsa00190","4708","NDUFB2"
"hsa00190","4709","NDUFB3"
"hsa00190","4710","NDUFB4"
"hsa00190","4711","NDUFB5"
"hsa00190","4712","NDUFB6"
"hsa00190","4713","NDUFB7"
"hsa00190","4714","NDUFB8"
"hsa00190","4715","NDUFB9"
"hsa00190","4716","NDUFB10"
"hsa00190","4717","NDUFC1"
"hsa00190","4718","NDUFC2"
"hsa00190","4719","NDUFS1"
"hsa00190","4720","NDUFS2"
"hsa00190","4722","NDUFS3"
"hsa00190","4723","NDUFV1"
"hsa00190","4724","NDUFS4"
"hsa00190","4725","NDUFS5"
"hsa00190","4726","NDUFS6"
"hsa00190","4728","NDUFS8"
"hsa00190","4729","NDUFV2"
"hsa00190","4731","NDUFV3"
"hsa00190","479","ATP12A"
"hsa00190","495","ATP4A"
"hsa00190","496","ATP4B"
"hsa00190","498","ATP5F1A"
"hsa00190","506","ATP5F1B"
"hsa00190","50617","ATP6V0A4"
"hsa00190","509","ATP5F1C"
"hsa00190","51079","NDUFA13"
"hsa00190","513","ATP5F1D"
"hsa00190","51382","ATP6V1D"
"hsa00190","514","ATP5F1E"
"hsa00190","515","ATP5PB"
"hsa00190","516","ATP5MC1"
"hsa00190","51606","ATP6V1H"
"hsa00190","517","ATP5MC2"
"hsa00190","518","ATP5MC3"
"hsa00190","521","ATP5ME"
"hsa00190","522","ATP5PF"
"hsa00190","523","ATP6V1A"
"hsa00190","525","ATP6V1B1"
"hsa00190","526","ATP6V1B2"
"hsa00190","527","ATP6V0C"
"hsa00190","528","ATP6V1C1"
"hsa00190","529","ATP6V1E1"
"hsa00190","533","ATP6V0B"
"hsa00190","534","ATP6V1G2"
"hsa00190","535","ATP6V0A1"
"hsa00190","537","ATP6AP1"
"hsa00190","539","ATP5PO"
"hsa00190","54205","CYCS"
"hsa00190","54539","NDUFB11"
"hsa00190","5464","PPA1"
"hsa00190","55967","NDUFA12"
"hsa00190","56901","NDUFA4L2"
"hsa00190","6389","SDHA"
"hsa00190","6390","SDHB"
"hsa00190","6391","SDHC"
"hsa00190","6392","SDHD"
"hsa00190","64077","LHPP"
"hsa00190","7381","UQCRB"
"hsa00190","7384","UQCRC1"
"hsa00190","7385","UQCRC2"
"hsa00190","7386","UQCRFS1"
"hsa00190","7388","UQCRH"
"hsa00190","84701","COX4I2"
"hsa00190","8992","ATP6V0E1"
"hsa00190","90423","ATP6V1E2"
"hsa00190","9114","ATP6V0D1"
"hsa00190","9167","COX7A2L"
"hsa00190","9296","ATP6V1F"
"hsa00190","9377","COX5A"
"hsa00190","9550","ATP6V1G1"
"hsa00190","9551","ATP5MF"
"hsa00220","100526760","ABHD14A-ACY1"
"hsa00220","1373","CPS1"
"hsa00220","137362","GOT1L1"
"hsa00220","162417","NAGS"
"hsa00220","27165","GLS2"
"hsa00220","2744","GLS"
"hsa00220","2746","GLUD1"
"hsa00220","2747","GLUD2"
"hsa00220","2752","GLUL"
"hsa00220","2805","GOT1"
"hsa00220","2806","GOT2"
"hsa00220","2875","GPT"
"hsa00220","383","ARG1"
"hsa00220","384","ARG2"
"hsa00220","435","ASL"
"hsa00220","445","ASS1"
"hsa00220","4842","NOS1"
"hsa00220","4843","NOS2"
"hsa00220","4846","NOS3"
"hsa00220","5009","OTC"
"hsa00220","84706","GPT2"
"hsa00220","95","ACY1"
"hsa00230","100","ADA"
"hsa00230","100526794","NT5C1B-RDH14"
"hsa00230","10201","NME6"
"hsa00230","102157402","AK6"
"hsa00230","10606","PAICS"
"hsa00230","107","ADCY1"
"hsa00230","108","ADCY2"
"hsa00230","10846","PDE10A"
"hsa00230","109","ADCY3"
"hsa00230","111","ADCY5"
"hsa00230","11164","NUDT5"
"hsa00230","112","ADCY6"
"hsa00230","113","ADCY7"
"hsa00230","114","ADCY8"
"hsa00230","115","ADCY9"
"hsa00230","122481","AK7"
"hsa00230","122622","ADSS1"
"hsa00230","124583","CANT1"
"hsa00230","131870","NUDT16"
"hsa00230","132","ADK"
"hsa00230","158","ADSL"
"hsa00230","158067","AK8"
"hsa00230","159","ADSS2"
"hsa00230","1633","DCK"
"hsa00230","1716","DGUOK"
"hsa00230","196883","ADCY4"
"hsa00230","203","AK1"
"hsa00230","204","AK2"
"hsa00230","205","AK4"
"hsa00230","221264","AK9"
"hsa00230","221823","PRPS1L1"
"hsa00230","2272","FHIT"
"hsa00230","22875","ENPP4"
"hsa00230","22978","NT5C2"
"hsa00230","2618","GART"
"hsa00230","26289","AK5"
"hsa00230","270","AMPD1"
"hsa00230","271","AMPD2"
"hsa00230","27115","PDE7B"
"hsa00230","272","AMPD3"
"hsa00230","2766","GMPR"
"hsa00230","2977","GUCY1A2"
"hsa00230","2982","GUCY1A1"
"hsa00230","2983","GUCY1B1"
"hsa00230","2984","GUCY2C"
"hsa00230","2986","GUCY2F"
"hsa00230","2987","GUK1"
"hsa00230","29922","NME7"
"hsa00230","3000","GUCY2D"
"hsa00230","30833","NT5C"
"hsa00230","318","NUDT2"
"hsa00230","3251","HPRT1"
"hsa00230","353","APRT"
"hsa00230","3614","IMPDH1"
"hsa00230","3615","IMPDH2"
"hsa00230","3704","ITPA"
"hsa00230","374659","HDDC3"
"hsa00230","377841","ENTPD8"
"hsa00230","471","ATIC"
"hsa00230","4830","NME1"
"hsa00230","4831","NME2"
"hsa00230","4832","NME3"
"hsa00230","4833","NME4"
"hsa00230","4860","PNP"
"hsa00230","4881","NPR1"
"hsa00230","4882","NPR2"
"hsa00230","4907","NT5E"
"hsa00230","50484","RRM2B"
"hsa00230","50808","AK3"
"hsa00230","50940","PDE11A"
"hsa00230","51020","HDDC2"
"hsa00230","51292","GMPR2"
"hsa00230","5136","PDE1A"
"hsa00230","5137","PDE1C"
"hsa00230","5138","PDE2A"
"hsa00230","5139","PDE3A"
"hsa00230","5140","PDE3B"
"hsa00230","5141","PDE4A"
"hsa00230","5142","PDE4B"
"hsa00230","5143","PDE4C"
"hsa00230","5144","PDE4D"
"hsa00230","5145","PDE6A"
"hsa00230","5146","PDE6C"
"hsa00230","5147","PDE6D"
"hsa00230","5148","PDE6G"
"hsa00230","5149","PDE6H"
"hsa00230","5150","PDE7A"
"hsa00230","5151","PDE8A"
"hsa00230","5152","PDE9A"
"hsa00230","5153","PDE1B"
"hsa00230","5158","PDE6B"
"hsa00230","5167","ENPP1"
"hsa00230","5169","ENPP3"
"hsa00230","51816","ADA2"
"hsa00230","5198","PFAS"
"hsa00230","5236","PGM1"
"hsa00230","53343","NUDT9"
"hsa00230","5471","PPAT"
"hsa00230","55276","PGM2"
"hsa00230","55811","ADCY10"
"hsa00230","55821","ALLC"
"hsa00230","5631","PRPS1"
"hsa00230","5634","PRPS2"
"hsa00230","56953","NT5M"
"hsa00230","56985","ADPRM"
"hsa00230","58497","PRUNE1"
"hsa00230","6240","RRM1"
"hsa00230","6241","RRM2"
"hsa00230","646625","URAD"
"hsa00230","654364","NME1-NME2"
"hsa00230","7498","XDH"
"hsa00230","84284","NTPCR"
"hsa00230","84618","NT5C1A"
"hsa00230","8622","PDE8B"
"hsa00230","8654","PDE5A"
"hsa00230","8833","GMPS"
"hsa00230","9060","PAPSS2"
"hsa00230","9061","PAPSS1"
"hsa00230","93034","NT5C1B"
"hsa00230","953","ENTPD1"
"hsa00230","954","ENTPD2"
"hsa00230","955","ENTPD6"
"hsa00230","956","ENTPD3"
"hsa00230","957","ENTPD5"
"hsa00230","9583","ENTPD4"
"hsa00230","9615","GDA"
"hsa00232","10","NAT2"
"hsa00232","1544","CYP1A2"
"hsa00232","1548","CYP2A6"
"hsa00232","1549","CYP2A7"
"hsa00232","7498","XDH"
"hsa00232","9","NAT1"
"hsa00240","100526794","NT5C1B-RDH14"
"hsa00240","10201","NME6"
"hsa00240","115024","NT5C3B"
"hsa00240","124583","CANT1"
"hsa00240","129607","CMPK2"
"hsa00240","1503","CTPS1"
"hsa00240","151531","UPP2"
"hsa00240","1633","DCK"
"hsa00240","1635","DCTD"
"hsa00240","1723","DHODH"
"hsa00240","1806","DPYD"
"hsa00240","1807","DPYS"
"hsa00240","1841","DTYMK"
"hsa00240","1854","DUT"
"hsa00240","1890","TYMP"
"hsa00240","221264","AK9"
"hsa00240","22978","NT5C2"
"hsa00240","29922","NME7"
"hsa00240","30833","NT5C"
"hsa00240","318","NUDT2"
"hsa00240","377841","ENTPD8"
"hsa00240","4830","NME1"
"hsa00240","4831","NME2"
"hsa00240","4832","NME3"
"hsa00240","4833","NME4"
"hsa00240","4860","PNP"
"hsa00240","4907","NT5E"
"hsa00240","50484","RRM2B"
"hsa00240","51020","HDDC2"
"hsa00240","51251","NT5C3A"
"hsa00240","5167","ENPP1"
"hsa00240","5169","ENPP3"
"hsa00240","51727","CMPK1"
"hsa00240","51733","UPB1"
"hsa00240","54963","UCKL1"
"hsa00240","56474","CTPS2"
"hsa00240","56953","NT5M"
"hsa00240","6240","RRM1"
"hsa00240","6241","RRM2"
"hsa00240","654364","NME1-NME2"
"hsa00240","7083","TK1"
"hsa00240","7084","TK2"
"hsa00240","7298","TYMS"
"hsa00240","7371","UCK2"
"hsa00240","7372","UMPS"
"hsa00240","7378","UPP1"
"hsa00240","790","CAD"
"hsa00240","79077","DCTPP1"
"hsa00240","83549","UCK1"
"hsa00240","84618","NT5C1A"
"hsa00240","8623","ASMTL"
"hsa00240","93034","NT5C1B"
"hsa00240","953","ENTPD1"
"hsa00240","955","ENTPD6"
"hsa00240","956","ENTPD3"
"hsa00240","957","ENTPD5"
"hsa00240","9583","ENTPD4"
"hsa00240","978","CDA"
"hsa00250","122622","ADSS1"
"hsa00250","1373","CPS1"
"hsa00250","137362","GOT1L1"
"hsa00250","158","ADSL"
"hsa00250","159","ADSS2"
"hsa00250","18","ABAT"
"hsa00250","189","AGXT"
"hsa00250","2346","FOLH1"
"hsa00250","2571","GAD1"
"hsa00250","2572","GAD2"
"hsa00250","259307","IL4I1"
"hsa00250","2673","GFPT1"
"hsa00250","27165","GLS2"
"hsa00250","2744","GLS"
"hsa00250","2746","GLUD1"
"hsa00250","2747","GLUD2"
"hsa00250","2752","GLUL"
"hsa00250","2805","GOT1"
"hsa00250","2806","GOT2"
"hsa00250","284716","RIMKLA"
"hsa00250","2875","GPT"
"hsa00250","339983","NAT8L"
"hsa00250","435","ASL"
"hsa00250","440","ASNS"
"hsa00250","443","ASPA"
"hsa00250","445","ASS1"
"hsa00250","5471","PPAT"
"hsa00250","56954","NIT2"
"hsa00250","57494","RIMKLB"
"hsa00250","64902","AGXT2"
"hsa00250","790","CAD"
"hsa00250","7915","ALDH5A1"
"hsa00250","80150","ASRGL1"
"hsa00250","84706","GPT2"
"hsa00250","8528","DDO"
